Organization Name,Organization Name URL,Headquarters Location,Description,Industries,CB Rank (Company),Exit Date,Exit Date Precision,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Founded Date,Founded Date Precision,Operating Status
IQM Quantum Computers,https://www.crunchbase.com/organization/iqm,"Espoo, Southern Finland, Finland","IQM builds quantum computers, focusing on superconducting technology.","Computer, Hardware, Product Design, Quantum Computing","49,514",,,8,Early Stage Venture,2024-02-28,,,,Grant,128000000,EUR,130713614,193450000,EUR,206520480,Series A,233750000,EUR,249121255,"Tencent, World Fund, European Investment Bank, European Innovation Council, OurCrowd",2018-04-28,day,Active
NHN Cloud,https://www.crunchbase.com/organization/nhn-cloud,"Seongnam, Kyonggi-do, South Korea",NHN Cloud provides a cloud-based platforms for each industry and support customer business innovation through differentiated cloud services.,Information Technology,"49,624",,,1,,2023-01-26,150000000000,KRW,121733484,Venture - Series Unknown,150000000000,KRW,121733484,150000000000,KRW,121733485,Venture - Series Unknown,150000000000,KRW,121733485,IMM Investment,2022-01-01,year,Active
Rupeek,https://www.crunchbase.com/organization/rupeek,"Bangalore, Karnataka, India","Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.","Financial Services, Internet, Lending","49,670",,,10,,2022-09-07,16000000,USD,16000000,Venture - Series Unknown,16000000,USD,16000000,188830000,USD,188830000,Venture - Series Unknown,188830000,USD,188830000,"Notable Capital, Venture Catalysts, VEF, 9Unicorns Accelerator Fund, Sequoia Capital",2015-01-01,year,Active
Inscripta,https://www.crunchbase.com/organization/inscripta,"Pleasanton, California, United States",Inscripta is a life science technology company that develops digital genome engineering solutions.,"Biotechnology, Health Care, Life Science, Software","50,815",,,9,,2023-01-18,4399977,USD,4399977,Venture - Series Unknown,4399977,USD,4399977,463899973,USD,463899973,Venture - Series Unknown,463899973,USD,463899973,"Fidelity, Venrock, Foresite Capital, Paladin Capital Group, Oak HC/FT",2015-01-01,year,Active
Helian Health,https://www.crunchbase.com/organization/helian-health,"Hangzhou, Zhejiang, China",Helian Health is a Chinese hospital WiFi and cloud-based app provider.,"Health Care, Hospital, Internet of Things","51,918",,,2,Early Stage Venture,2018-06-21,75000000,USD,75000000,Series B,75000000,USD,75000000,84010515,USD,84010515,Series B,84010515,USD,84010515,"SenseTime, 6 Dimensions Capital, Marathon Venture Partners, Wanxiang America Healthcare Investments Group, Hangzhou Lianchuang Investment",2014-01-01,year,Active
AnyDesk,https://www.crunchbase.com/organization/anydesk,"Stuttgart, Baden-Wurttemberg, Germany",AnyDesk is a remote desktop application.,"Apps, Customer Service, Information Technology, Software, Web Apps","52,567",,,4,Late Stage Venture,2021-11-16,60000000,EUR,67919402,Series C,60000000,EUR,67919402,66500000,EUR,75602572,Series C,66500000,EUR,75602572,"Insight Partners, General Atlantic, EQT Ventures, Possible Ventures, Chris Hitchen",2012-01-01,year,Active
Pixellot,https://www.crunchbase.com/organization/pixellot,"Petah Tiqwa, HaMerkaz, Israel",Pixellot develops AI-based automatic video and analytics solutions for the semi-professional sports market.,"Broadcasting, Software, Sports, Video, Video Streaming","52,929",,,9,Late Stage Venture,2022-06-13,161000000,USD,161000000,Series D,161000000,USD,161000000,218285000,USD,218285000,Series D,218285000,USD,218285000,"Baidu, PSG Equity, Shamrock Capital Advisors, Arkin Holdings, Firstime Venture Capital",2013-01-01,year,Active
Stashfin,https://www.crunchbase.com/organization/stashfin,"New Delhi, Delhi, India","StashFin is a neo-banking platform with a mission to deliver seamless, transparent, and efficient financial services to everyone.","Apps, Banking, Finance, Financial Services, FinTech","54,255",,,6,Late Stage Venture,2023-03-22,8000000000,INR,96939321,Debt Financing,70000000,USD,70000000,115000000,USD,115000000,Series C,441939321,USD,441939321,"Tencent, Abstract Ventures, Uncorrelated Ventures, InnoVen Capital, Saison Capital",2016-02-01,month,Active
Shiftup,https://www.crunchbase.com/organization/shift-up,"Seocho, Seoul-t'ukpyolsi, South Korea",Shiftup is a game design and development studio that engages in game production and promotional video and music production.,"Audio Recording and Production, Gamification, Information Technology, Music, Online Games, Video Games","54,557",,,4,Private Equity,2022-12-16,,,,Private Equity,,,,30000000000,KRW,26375520,Private Equity,30000000000,KRW,26375520,"Tencent, Kakao Corp, IPX, Kakao Ventures, IMM Investment",2013-12-02,day,Active
Progcap,https://www.crunchbase.com/organization/progcap,"New Delhi, Delhi, India",Progcap is a financial service company that provides financial opportunities for micro and small businesses.,"Enterprise, Finance, Financial Services, FinTech","54,776",,,7,Late Stage Venture,2022-10-17,4000000000,INR,48664854,Series C,4000000000,INR,48664854,149254557,USD,149254557,Series C,150624557,USD,150624557,"Google, Venture Catalysts, 9Unicorns Accelerator Fund, Stride Ventures, Tiger Global Management",2017-01-01,year,Active
Meiwei Buyongdeng,https://www.crunchbase.com/organization/meiweibuyongdeng,"Shanghai, Shanghai, China",Meiwei Buyongdeng offers a mobile app that helps restaurants manage their reservations and reduce customer waiting times.,"Consumer, Food and Beverage, Mobile Apps, SaaS, Software","55,041",,,6,Late Stage Venture,2018-05-11,400000000,CNY,63243106,Series D,400000000,CNY,63243106,161896807,USD,161896807,Series D,161896807,USD,161896807,"Meituan, Alibaba Group, Trip.com, Baidu, Koubei",2013-04-01,month,Active
Hutouju,https://www.crunchbase.com/organization/hutouju,"Minhang, Shanghai, China",Hutouju is a Chinese dessert retailer that operates both retail locations and online stores.,"Food and Beverage, Handmade, Restaurants","55,841",,,3,,2023-01-12,,,,Venture - Series Unknown,,,,50000000,USD,50000000,Venture - Series Unknown,50000000,USD,50000000,"Sequoia Capital China, Tiger Global Management, IDG Capital, GGV Capital, Challenjers Capital",2020-01-01,year,Active
Elwood Technologies,https://www.crunchbase.com/organization/elwood-asset-management,"London, England, United Kingdom",Elwood Technologies is an established global fintech building institutional-grade digital assets trading infrastructure.,"Cryptocurrency, Finance, Financial Services, FinTech, Trading Platform","58,223",,,1,Early Stage Venture,2022-05-16,70000000,USD,70000000,Series A,70000000,USD,70000000,70000000,USD,70000000,Series A,70000000,USD,70000000,"Digital Currency Group, Galaxy Digital, Goldman Sachs, BlockFi, Dawn Capital",2020-01-01,year,Active
Kaishu Jianggushi,https://www.crunchbase.com/organization/kaishu-jianggushi,"Beijing, Beijing, China",Kaishuo Jianggushi is a Chinese children's stories content provider.,"Children, Content, EdTech","58,295",,,4,Late Stage Venture,2020-02-25,66000000,USD,66000000,Series C,66000000,USD,66000000,153828639,USD,153828639,Series C,153828639,USD,153828639,"TAL Education Group, Baidu, Temasek Holdings, Trustbridge Partners, Qianhai Fund of Funds",2014-01-01,year,Active
Motif,https://www.crunchbase.com/organization/motif-ingredients,"Boston, Massachusetts, United States",Motif is a food technology company that offers plant-based and animal-free food options.,"Biotechnology, Food and Beverage, Wellness","59,135",,,4,,2022-05-18,,,,Venture - Series Unknown,,,,343500000,USD,343500000,Venture - Series Unknown,343500000,USD,343500000,"Alumni Ventures, Castor Ventures, Breakthrough Energy Ventures, Louis Dreyfus Company, BlackRock",2019-01-01,year,Active
GVE,https://www.crunchbase.com/organization/gve,"Tokyo, Tokyo, Japan",GVE develops and operates a legal currency digitization platform.,"Financial Services, FinTech, Payments, Software","59,733",,,1,Private Equity,2020-05-03,2796250000,JPY,26198395,Private Equity,2796250000,JPY,26198395,2796250000,JPY,26198396,Private Equity,2796250000,JPY,26198396,Evolution Financial,2017-11-10,day,Active
GoFundMe,https://www.crunchbase.com/organization/gofundme,"Redwood City, California, United States","GoFundMe is the world’s largest fundraising platform, helping people, causes, and charities raise money fast and efficiently.","Crowdfunding, Internet, Peer to Peer","61,104",,,2,Early Stage Venture,2015-07-02,,,,Series A,,,,,USD,,Series A,,USD,,"TCV, ICONIQ Growth, Accel, Stripes, Meritech Capital Partners",2010-01-01,year,Active
Guardio,https://www.crunchbase.com/organization/guardio,"Tel Aviv, Tel Aviv, Israel",Guardio is developing tools and products to combat modern web and cloud-based threats for consumers and businesses.,"Browser Extensions, Cyber Security, Information Technology, Network Security, Software","61,581",,,1,Early Stage Venture,2021-12-14,47000000,USD,47000000,Series A,47000000,USD,47000000,47000000,USD,47000000,Series A,47000000,USD,47000000,"Tiger Global Management, Vintage Investment Partners, Emerge, Samsung NEXT, Union Tech Ventures",2018-01-01,year,Active
Huisheng Biopharmaceutical,https://www.crunchbase.com/organization/huisheng-biopharmaceutical,"Jilin, Jilin, China",Huisheng Bio is a diabetes and complication treatment solution provider.,"Biopharma, Biotechnology, Health Care, Medical, Pharmaceutical","65,286",,,2,Early Stage Venture,2023-01-04,580000000,CNY,84194634,Series A,580000000,CNY,84194634,1080000000,CNY,158975527,Series A,1080000000,CNY,158975527,"Ginkgo Capital, Grand Flight Investment, Changchun Equity Investment Fund Management, Chinalife Tech-Innovation Fund, Baixing Bairong",2019-01-01,year,Active
Kuda,https://www.crunchbase.com/organization/kuda-mf-bank,"Lagos, Lagos, Nigeria",Kuda is a licensed digital bank that offers free full service banking services to Africans.,"Banking, Financial Services, FinTech","67,428",,,6,Early Stage Venture,2021-08-02,55000000,USD,55000000,Series B,55000000,USD,55000000,91617547,USD,91617547,Series B,91617547,USD,91617547,"Valar Ventures, Target Global, Entrée Capital, SBI Investment, Startupbootcamp",2019-01-01,year,Active
eDaijia,https://www.crunchbase.com/organization/edaijia,"Beijing, Beijing, China",eDaijia is a mobile platform that enables consumers to find and hire temporary drivers.,"Automotive, Consumer, Transportation","71,048",,,3,Late Stage Venture,2015-05-06,100000000,USD,100000000,Series D,100000000,USD,100000000,130000000,USD,130000000,Series D,130000000,USD,130000000,"Warburg Pincus, 58.com, Matrix Partners China, Lightspeed China Partners, Matrix",2011-01-01,year,Active
Doodles,https://www.crunchbase.com/organization/doodles-nft,"Vancouver, British Columbia, Canada","Doodles is a web3 NFT, media, and entertainment brand.","Blockchain, Media and Entertainment, Web3","71,445",,,1,Early Stage Venture,2022-09-13,54000000,USD,54000000,Series A,54000000,USD,54000000,54000000,USD,54000000,Series A,54000000,USD,54000000,"Acrew Capital, 10T Holdings, Seven Seven Six, FTX Ventures",2021-01-01,year,Active
Sicepat Express,https://www.crunchbase.com/organization/sicepat-express,"Jakarta Pusat, Jakarta Raya, Indonesia","Sicepat Express provides services for last-mile delivery, warehousing and fulfillment, and middle-mile logistics.","Courier Service, Delivery, E-Commerce","73,647",,,5,Early Stage Venture,2021-03-05,170000000,USD,170000000,Series B,170000000,USD,170000000,273500000,USD,273500000,Series B,273500000,USD,273500000,"MDI Ventures, Pavilion Capital, KFW DEG, Kejora Capital, Trihill Capital",2004-01-01,day,Active
Peilian.com,https://www.crunchbase.com/organization/peilian-com,"Shanghai, Shanghai, China",Peilian is an online music education platform based in Shanghai.,"Education, Music, Music Education, Tutoring","74,645",,,4,Late Stage Venture,2018-11-02,150000000,USD,150000000,Series C,150000000,USD,150000000,150000000,USD,150000000,Series C,150000000,USD,150000000,"Tencent, Tiger Global Management, GSR Ventures, Orchid Asia Group Management, Long Capital",2014-01-01,year,Active
Stark Future,https://www.crunchbase.com/organization/stark-future,"Viladecáns, Catalonia, Spain",electric motorcycle manufacturer company,"Electric Vehicle, Manufacturing","76,117",,,3,,2023-06-28,20000000,EUR,21830510,Debt Financing,50000000,EUR,53302517,58826952,USD,58826952,Corporate Round,80657462,USD,80657462,"Santander, Eicher Motors Limited, Kichi Invest, Tom Nylund",2019-01-01,year,Active
Banma Kuaipao,https://www.crunchbase.com/organization/banma-kuaipao,"Wuhan, Hubei, China",Banma Kuaipao is a Chinese car-ride-hailing company.,"Automotive, Mobile Apps, Ride Sharing, Transportation","77,781",,,5,Late Stage Venture,2018-10-23,43000000,USD,43000000,Series D,43000000,USD,43000000,181482938,USD,181482938,Series D,181482938,USD,181482938,"Walden International, New Alliance Capital, Bojia Ventures, QJY Capital, Haijing Group",2015-03-01,month,Active
MicroPort EP,https://www.crunchbase.com/organization/shanghai-microport-ep-medtech,"Shanghai, Shanghai, China",Shanghai MicroPort EP MedTech develops and markets devices and equipment for cardiac electrophysiological interventional therapy.,"Manufacturing, Medical, Medical Device","78,260",,,1,Private Equity,2020-08-06,300000000,CNY,43143740,Private Equity,300000000,CNY,43143740,300000000,CNY,43143741,Private Equity,300000000,CNY,43143741,"CPE, E Fund Management Co.,LTD., Grand Flight Investment, Shanghai Pudong Kechuang Group",2010-08-31,day,Active
DataBox,https://www.crunchbase.com/organization/databox-23a3,"Suzhou, Jiangsu, China",DataBox is a graphics chip and communication chip development company.,"Hardware, Industrial, Satellite Communication","84,062",,,2,Early Stage Venture,2019-04-07,100000000,USD,100000000,Series A,100000000,USD,100000000,102367237,USD,102367237,Series A,102367237,USD,102367237,"Huadian Fund, Qinglan Fund",2015-01-01,day,Active
ATLAS,https://www.crunchbase.com/organization/atlas-map,"Tianhe, Hubei, China","ATLAS is a co-working, living space, and community company.","Commercial Real Estate, Coworking, Real Estate","91,210",,,1,Early Stage Venture,2018-10-12,28933511,USD,28933511,Series A,28933511,USD,28933511,28933511,USD,28933511,Series A,28933511,USD,28933511,"Star River Group, Times China, Li Silian",2016-01-01,year,Active
Hanhou Group,https://www.crunchbase.com/organization/hanhou-group,"Beijing, Beijing, China","Hanhou Group focuses on blockchain technology, AI, cloud computing, digital twin, and in-house algorithms.","Artificial Intelligence (AI), Blockchain, Cloud Computing, Software","95,464",,,2,Early Stage Venture,2022-09-08,50000000,CNY,7186386,Series A,50000000,CNY,7186386,150000000,CNY,22517226,Series A,150000000,CNY,22517226,,2018-01-01,year,Active
